CHỈ TIÊU,    Doanh thu thuần,        Tăng trưởng doanh thu,    Lợi nhuận gộp,        Tăng trưởng lợi nhuận gộp,    Lợi nhuận thuần từ HĐKD,        Tăng trưởng lợi nhuận thuần,    Lợi nhuận trước thuế,        Tăng trưởng lợi nhuận trước thuế,    Lợi nhuận sau thuế của Cổ đông công ty mẹ,        Tăng trưởng lợi nhuận sau thuế,    Tổng tài sản,        Tăng trưởng Tổng tài sản,    Tài sản ngắn hạn,        Tăng trưởng tài sản ngắn hạn,    Tài sản dài hạn,        Tăng trưởng tài sản dài hạn,    Nợ ngắn hạn,        Tăng trưởng nợ ngắn hạn,        Vay và nợ thuê tài chính ngắn hạn,            Tăng trưởng vay và nợ thuê tài chính ngắn hạn,    Nợ dài hạn,        Tăng trưởng Nợ dài hạn,    Vốn chủ sở hữu,        Tăng trưởng vốn chủ sở hữu,    Vốn góp cổ phần,        Tăng trưởng vốn góp cổ phần,    P/E,    P/B,    EV/EBITDA,    EPS (VNĐ/CP),        Tăng trưởng EPS,    Giá trị sổ sách (VNĐ/CP),    Biên lợi nhuận gộp,    Biên EBIT,    Biên EBITDA,    Biên lợi nhuận ròng,    ROE LTM,    ROA LTM,    Vòng quay tài sản (vòng),    Hiệu suất sử dụng tài sản cố định,    Số ngày thu tiền khách hàng (ngày),    Số ngày xử lý hàng tồn kho (ngày),    Số ngày phải trả nhà cung cấp (ngày),    Vòng quay tiền mặt (ngày),    Nợ phải trả / Vốn chủ sở hữu,"    Vay và nợ thuê tài chính ngắn hạn, dài hạn / Vốn chủ sở hữu",    Nợ vay ròng / Vốn chủ sở hữu,    Tổng tài sản / Vốn chủ sở hữu,    Khả năng thanh toán tổng quát,    Khả năng thanh toán nhanh,    Khả năng thanh toán tức thời,    Khả năng thanh toán lãi vay,    Vốn hóa (Tỷ đồng),    Số lượng cổ phiếu lưu hành (Triệu CP)
Q4/2024,15477073125441,-0.0091,6209690644985,-0.036000000000000004,2581919225696,-0.0528,2643368770905,-0.0732,2123649268482,-0.087,55049061537061,0.0451,37553650065098,0.045,17495411471963,0.0453,18459546837640,0.0771,9115435107250,0.1092,415111869758,-0.1844,36174402829663,0.032799999999999996,20899554450000,,14.158593618099397,4.330328757978323,,1016.1217903293627,-0.087,15444.740517425242,0.4012,0.1751,0.2076,0.1387,0.2655,0.17550000000000002,0.27459598762683374,0.46066714394943215,120.9337060502115,232.17439114539584,155.16055764519544,197.9475395504119,0.5218,0.2564,-0.4482,1.512952399579533,2.9165593079298593,1.7263051029033862,1.3806423650592885,48.590932150029616,132085184124000,2089955445
Q3/2024,15537337313473,-0.0064,6401445454290,-0.023399999999999997,2970748116715,-0.0374,2941801640478,-0.0436,2403519104884,-0.0356,57677080306452,0.0493,40582371278735,0.077,17094709027717,-0.0111,22021271584074,0.0795,8291496866090,0.20620000000000002,411532810496,-0.2717,35244275911882,0.0365,20899554450000,,15.69072905121021,4.423781713373482,9.324150209171904,1150.0336577194353,-0.0356,15010.40777718302,0.41200000000000003,0.1934,0.2297,0.1547,0.2789,0.17149999999999999,0.2777723006439951,0.4707147007356823,121.79055144819962,252.2446592990401,152.55544386615503,221.4797668810847,0.6365,0.2397,-0.5717,1.6266981004360848,2.57110432079607,1.5657294995645397,1.2987024006750425,56.9786105596816,134384135113500,2089955445
Q2/2024,16655787772473,0.09609999999999999,7067518779284,0.1492,3325773210703,0.1977,3308642928230,0.21280000000000002,2670475017284,0.2145,54193954187994,0.0633,37332761258942,0.1176,16861192929052,-0.0401,15403310205136,0.1208,7794314406895,0.27190000000000003,453196649401,-0.19920000000000002,38337447333457,0.0458,20899554450000,,14.974040587401221,4.330266906446807,8.767872864694356,1277.7664823778098,0.2145,16433.90321498074,0.4243,0.2025,0.23399999999999999,0.16190000000000002,0.261,0.1861,0.31471195437727034,0.5067579708382446,115.62088530258059,253.24439325534465,146.91325783549186,221.95202072243336,0.41359999999999997,0.20809999999999998,-0.4239,1.4022166084946053,3.4177738315981974,2.000121422332024,1.5730020947670755,60.60807446672638,152357751940500,2089955445
Q1/2024,14112411317058,0.0139,5911521444565,0.0951,2715537085273,0.17309999999999998,2705840401722,0.1703,2194666965600,0.182,51653869771730,0.048499999999999995,35013917574413,0.0808,16639952197317,-0.013600000000000001,15294387986523,0.061500000000000006,6616831614710,-0.0395,491891149713,0.4189,35867590635494,0.0393,20899554450000,,16.015322907876392,4.483635740610275,9.361532716871539,1050.1022741180973,0.182,15241.554827817872,0.4189,0.1979,0.2336,0.1564,0.26489999999999997,0.18469999999999998,0.27054125458576744,0.4328346565188302,136.3459907840273,287.2701567197363,175.0474225860549,248.5687249177087,0.4401,0.19039999999999999,-0.42460000000000003,1.43395546856818,3.272073762661597,1.845978907878776,1.4421226865372767,38.16012096667439,137937059370000,2089955445
Q4/2023,15618710944490,0.0365,6441612591490,0.102,2725822436482,0.2229,2852064600379,0.2426,2326013960066,0.2444,52673371104460,0.0864,35935879621477,0.1386,16737491482983,-0.0109,17138689974862,0.11960000000000001,8217757172267,0.6884,508937364128,0.4227,35025743765470,0.0673,20899554450000,,17.170217952684013,4.714328958499268,9.844728155485976,1112.9490657950366,0.2444,15166.263367949932,0.41240000000000004,0.1888,0.2376,0.1505,0.2659,0.1783,0.2902005543085673,0.48909741722213657,123.02941770017468,235.17438382688107,153.55293637973148,204.65086514732428,0.5038,0.2414,-0.41659999999999997,1.491047500169242,2.984728206951959,1.7392109817091788,1.344867734593034,38.57051911433032,140027014815000,2089955445
Q3/2023,15636987684682,-0.0275,6554900643375,0.0322,3086270738943,0.0683,3075789821151,0.0755,2492254015001,0.0843,54967436003598,0.0736,37680161943052,0.0962,17287274060546,0.0274,20399327964197,0.2011,6873932117860,-0.2692,565044030094,0.5179,34003064009307,0.004699999999999999,20899554450000,,18.934741186782013,4.658466268167622,11.26134058309134,1192.4914576353565,0.0843,14668.047373239577,0.4192,0.2018,0.2332,0.162,0.25170000000000003,0.16079999999999997,0.29521514011239486,0.5037291251764555,120.59569982245333,241.48897468657782,151.71216502002684,210.3725094890043,0.6164999999999999,0.21050000000000002,-0.5509000000000001,1.5647948504859526,2.6219452706986255,1.567815826142141,1.269046296458916,45.81613527698446,141071992537500,2089955445
Q2/2023,15194824955693,0.0177,6150192068886,0.0121,2776744398740,0.0676,2727998544003,0.059000000000000004,2198811184561,0.0556,50968781757650,-0.053399999999999996,33403479517290,-0.0941,17565302240360,0.035,13742782382772,-0.1743,6128144184250,-0.36829999999999996,565949667885,0.49939999999999996,36660049706993,-0.0044,20899554450000,,17.91632230672001,4.591035447382873,10.74759898480971,1052.0851962760382,0.0556,16013.854397782628,0.4048,0.1859,0.2198,0.1467,0.2267,0.1589,0.3031883504222195,0.49814007136269833,132.4487541415975,262.80531159546456,177.80719983490988,217.44686590215218,0.39030000000000004,0.1748,-0.3889,1.4263765163751905,3.562075352114076,1.9707499066361611,1.5037353179437194,34.79998296270986,157791636097500,2089955445
Q1/2023,13918391926640,0.0029,5398026311659,-0.0403,2314795307642,-0.165,2312046425953,-0.1636,1856733257236,-0.1804,49264785492099,-0.0704,32394853632375,-0.0862,16869931859724,-0.0384,14407882880499,-0.18170000000000003,6889265980740,-0.3704,346676448782,-0.1553,34510226162818,-0.0134,20899554450000,,18.774207121598693,5.352836620866437,11.374185439995962,888.4080575392362,-0.1804,15072.85258189607,0.38780000000000003,0.172,0.2101,0.13699999999999998,0.23600000000000002,0.1604,0.28478271229223934,0.46264471724991674,144.01565556280593,262.2190899160907,202.60218667790988,203.63255880098674,0.4275,0.2014,-0.34369999999999995,1.4716374225457374,3.3389533630008934,1.7830663718781041,1.3057112185767192,35.527745280255296,153611725207500,2089955445
Q4/2022,15068654657453,-0.047400000000000005,5845588412045,-0.1308,2229048854727,-0.15539999999999998,2295242241834,-0.1461,1869125571613,-0.1489,48482664236220,-0.0909,31560382174201,-0.126,16922282062019,-0.0174,15308423081524,-0.10310000000000001,4867129839103,-0.48119999999999996,357722799611,-0.13570000000000002,32816518355085,-0.08460000000000001,20899554450000,,18.434730316715868,5.234717446125413,11.417984722385482,894.3375209671037,-0.1489,14282.14719849255,0.38789999999999997,0.1559,0.19030000000000002,0.124,0.2498,0.1685,0.30233279522040124,0.5073756939800136,125.46353263612208,223.8913215848416,159.49024689438468,189.864607326579,0.47740000000000005,0.1503,-0.45039999999999997,1.4827444395141727,3.094741016972291,1.6999019846460468,1.2877876938285149,53.862868398959364,155492685108000,2089955445
Q3/2022,16079491424130,-0.0070999999999999995,6350179642297,-0.0855,2888929476609,-0.17620000000000002,2859883167326,-0.2026,2298398907051,-0.2144,51199903422164,-0.0167,34373292456500,-0.0021,16826610965664,-0.0451,16983265249980,-0.0441,9405653167691,0.0406,372252790415,-0.1277,33844385381769,-0.0009,20899554450000,,16.19834687036397,4.493874186302052,10.081398506456773,1099.7358400867727,-0.2144,14900.517707547588,0.39490000000000003,0.18100000000000002,0.2133,0.1445,0.2635,0.1728,0.30615333421872065,0.5458587672636677,116.99015150975734,241.47825627720277,142.11524529606376,216.35316249089635,0.5128,0.28,-0.38189999999999996,1.5249368773186203,2.9500648325792485,1.6837740864194932,1.3190290872507795,68.67439886033175,160926569265000,2089955445
