NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
26/12/2023,69799.23069893374,69799.23069893374,68889.20161550566,69526.22197390531,-100,-0.0013071895424836555,755000
25/12/2023,67979.17253207757,69799.23069893374,67979.17253207757,69617.22488224812,1800,0.024096385542168752,1056300
22/12/2023,68161.17834876319,68434.18707379162,67615.16089870635,67979.17253207757,0,0,616600
21/12/2023,68252.181257106,68343.18416544881,67706.16380704916,67979.17253207757,-500,-0.0066489361702127825,727800
20/12/2023,68707.19579882004,68707.19579882004,68070.17544042038,68434.18707379162,200,0.002666666666666595,573700
19/12/2023,68252.181257106,68616.19289047724,67524.15799036354,68252.181257106,-500,-0.0066225165562914245,886500
18/12/2023,69162.21034053407,69253.21324887688,68707.19579882004,68707.19579882004,-500,-0.006578947368421018,615300
15/12/2023,69981.23651561936,69981.23651561936,69162.21034053407,69162.21034053407,-900,-0.011703511053316018,806600
14/12/2023,69981.23651561936,70709.25978236181,69799.23069893374,69981.23651561936,0,0,403200
13/12/2023,71164.27432407586,71164.27432407586,69890.23360727655,69981.23651561936,-1300,-0.01662404092071612,1139800
12/12/2023,71255.27723241867,71346.28014076148,70891.26559904743,71164.27432407586,-100,-0.0012771392081737387,471100
11/12/2023,71528.2859574471,71528.2859574471,70800.26269070462,71255.27723241867,700,0.009020618556700999,694500
08/12/2023,71073.27141573305,71619.2888657899,70527.25396567621,70618.256874019,-300,-0.0038510911424903815,884500
07/12/2023,72256.30922418955,72347.31213253236,70527.25396567621,70891.26559904743,-1900,-0.023809523809523836,856700
06/12/2023,71892.29759081833,72620.32085756079,71801.29468247552,72620.32085756079,800,0.010126582278481067,550100
05/12/2023,71892.29759081833,72711.3237659036,71619.2888657899,71892.29759081833,0,0,661500
04/12/2023,70800.26269070462,71983.30049916112,70709.25978236181,71892.29759081833,1300,0.016731016731016624,983500
01/12/2023,70072.23942396216,70891.26559904743,69708.22779059093,70709.25978236181,1200,0.015686274509803866,492700
30/11/2023,70891.26559904743,71255.27723241867,69617.22488224812,69617.22488224812,-1300,-0.016709511568123392,465700
29/11/2023,69799.23069893374,70982.26850739024,69708.22779059093,70800.26269070462,800,0.010389610389610393,596100
28/11/2023,69617.22488224812,70072.23942396216,68980.20452384847,70072.23942396216,200,0.0026041666666667407,526300
27/11/2023,70709.25978236181,70709.25978236181,69617.22488224812,69890.23360727655,-700,-0.00903225806451613,404100
24/11/2023,70163.24233230497,70618.256874019,69162.21034053407,70527.25396567621,500,0.006493506493506551,624900
23/11/2023,71983.30049916112,72074.30340750393,70072.23942396216,70072.23942396216,-2000,-0.025316455696202556,611500
22/11/2023,71892.29759081833,72165.30631584674,71346.28014076148,71892.29759081833,0,0,481600
21/11/2023,71710.29177413271,71983.30049916112,71255.27723241867,71892.29759081833,700,0.008939974457215838,379300
20/11/2023,70709.25978236181,71801.29468247552,70618.256874019,71255.27723241867,-400,-0.0050825921219822545,572600
17/11/2023,72438.31504087517,72529.31794921798,71255.27723241867,71619.2888657899,-1300,-0.016249999999999987,778800
16/11/2023,72711.3237659036,72802.3266742464,71892.29759081833,72802.3266742464,-100,-0.0012484394506866447,652000
15/11/2023,72438.31504087517,73439.34703264605,72438.31504087517,72893.32958258921,1000,0.012642225031605614,823800
14/11/2023,72165.30631584674,72529.31794921798,71437.28304910428,71983.30049916112,100,0.0012658227848101333,445500
13/11/2023,71892.29759081833,72347.31213253236,71528.2859574471,71892.29759081833,300,0.003811944091486552,306300
10/11/2023,71892.29759081833,72802.3266742464,71437.28304910428,71619.2888657899,-1300,-0.016249999999999987,525700
09/11/2023,72802.3266742464,73166.33830761764,71892.29759081833,72802.3266742464,0,0,628100
08/11/2023,71437.28304910428,72802.3266742464,70982.26850739024,72802.3266742464,1200,0.015228426395939021,504300
07/11/2023,71892.29759081833,73166.33830761764,71437.28304910428,71710.29177413271,-200,-0.0025316455696202667,309800
06/11/2023,71983.30049916112,71983.30049916112,70982.26850739024,71892.29759081833,-100,-0.0012642225031606058,415200
03/11/2023,72256.30922418955,72529.31794921798,71255.27723241867,71983.30049916112,-100,-0.0012626262626262985,455300
02/11/2023,70345.24814899059,72074.30340750393,69981.23651561936,72074.30340750393,2300,0.02990897269180759,444700
01/11/2023,70527.25396567621,70527.25396567621,69435.2190655625,69981.23651561936,300,0.003916449086161844,296600
31/10/2023,69708.22779059093,70163.24233230497,69162.21034053407,69708.22779059093,0,0,355200
30/10/2023,70618.256874019,70709.25978236181,69617.22488224812,69708.22779059093,-1000,-0.012886597938144284,256600
27/10/2023,69617.22488224812,71437.28304910428,68798.19870716285,70618.256874019,2100,0.027814569536423805,377800
26/10/2023,70800.26269070462,72802.3266742464,68707.19579882004,68707.19579882004,-4900,-0.06094527363184077,1072900
25/10/2023,73712.35575767448,74076.36739104571,73166.33830761764,73166.33830761764,-800,-0.009852216748768461,462300
24/10/2023,73712.35575767448,73985.3644827029,72802.3266742464,73894.3615743601,600,0.007444168734491274,348400
23/10/2023,75805.42264955907,75805.42264955907,73166.33830761764,73348.34412430324,-2600,-0.03125,467400
20/10/2023,74804.39065778817,75714.41974121626,72802.3266742464,75714.41974121626,1300,0.015873015873015817,812700
19/10/2023,75532.41392453064,75987.42846624469,74531.38193275976,74531.38193275976,-1100,-0.013253012048192736,638800
18/10/2023,77352.47209138681,77443.47499972962,74167.37029938852,75532.41392453064,-2200,-0.025821596244131495,792800
17/10/2023,78899.52153321455,79081.52734990015,77534.47790807241,77534.47790807241,-1700,-0.019562715765247374,454400
16/10/2023,78717.51571652893,79991.55643332824,78717.51571652893,79081.52734990015,1100,0.012820512820512775,874500
13/10/2023,77443.47499972962,78262.50117481488,76806.45464132995,78080.49535812926,-200,-0.0023255813953488857,431800
12/10/2023,78626.51280818612,78626.51280818612,77352.47209138681,78262.50117481488,0,0,639900
11/10/2023,79172.53025824296,79627.544799957,77807.48663310084,78262.50117481488,-400,-0.00462962962962965,717500
10/10/2023,79354.53607492858,80264.56515835667,77716.48372475803,78626.51280818612,-200,-0.002309468822170868,986100
09/10/2023,78717.51571652893,79445.53898327138,77807.48663310084,78808.51862487174,2400,0.028503562945368266,514800
06/10/2023,76533.44591630153,76624.44882464434,75532.41392453064,76624.44882464434,0,0,350400
05/10/2023,77989.49244978646,78080.49535812926,76624.44882464434,76624.44882464434,-1600,-0.018648018648018683,589900
04/10/2023,78262.50117481488,78717.51571652893,78080.49535812926,78080.49535812926,-500,-0.005793742757821518,603600
03/10/2023,80810.5826084135,80810.5826084135,78262.50117481488,78535.50989984331,-3000,-0.033594624860022404,566000
02/10/2023,82357.63205024124,82357.63205024124,80901.58551675631,81265.59715012755,-1400,-0.015435501653803696,289100
29/09/2023,83449.66695035493,83449.66695035493,81447.60296681317,82539.63786692686,-800,-0.008743169398907069,596500
28/09/2023,81720.61169184158,83267.66113366932,80901.58551675631,83267.66113366932,2600,0.02924634420697414,924000
27/09/2023,80992.58842509912,81447.60296681317,78262.50117481488,80901.58551675631,100,0.0011261261261261701,1090500
26/09/2023,81447.60296681317,82084.62332521281,80810.5826084135,80810.5826084135,-700,-0.007821229050279377,441600
25/09/2023,82721.64368361248,83722.67567538336,80992.58842509912,81447.60296681317,-1400,-0.015401540154015403,507700
22/09/2023,81811.61460018439,82812.64659195529,80810.5826084135,82721.64368361248,2100,0.023648648648648685,730800
21/09/2023,82357.63205024124,82660.97507805061,80765.08115424211,80765.08115424211,-2500,-0.022935779816513735,774100
20/09/2023,83419.332647574,83419.332647574,82205.96053633657,82660.97507805061,-1000,-0.009090909090909038,428400
19/09/2023,82660.97507805061,84177.6902170974,81599.27448071785,83419.332647574,1000,0.00917431192660545,404100
18/09/2023,83343.49689062167,84860.21202966847,81902.61750852721,82660.97507805061,-600,-0.005474452554744547,469500
15/09/2023,81144.25993900381,83191.82537671698,80461.73812643274,83115.98961976464,3600,0.03396226415094339,793000
14/09/2023,80082.55934167105,81826.78175157486,79248.36601519531,80385.9023694804,400,0.0037878787878788955,552900
13/09/2023,78186.66541786255,80613.40964033743,77883.32239005319,80082.55934167105,2900,0.028237585199610615,1296300
12/09/2023,77504.1436052915,78565.84420262424,76669.95027881574,77883.32239005319,1300,0.012820512820512775,588800
11/09/2023,78490.0084456719,78490.0084456719,76669.95027881574,76897.45754967276,-800,-0.007827788649706457,371800
08/09/2023,78034.99390395786,78338.33693176723,77504.1436052915,77504.1436052915,-700,-0.006802721088435382,548900
07/09/2023,76897.45754967276,78262.50117481488,76290.77149405405,78034.99390395786,1400,0.01379310344827589,911900
06/09/2023,75759.92119538767,77200.80057748212,75608.249681483,76973.29330662511,1900,0.01907630522088355,547900
05/09/2023,75987.42846624469,75987.42846624469,74849.89211195959,75532.41392453064,1000,0.010141987829614507,420600
31/08/2023,75304.90665367362,75456.57816757831,74774.05635500724,74774.05635500724,-700,-0.007049345417925457,573700
30/08/2023,75835.75695234,75835.75695234,74925.72786891193,75304.90665367362,-600,-0.006006006006005982,426600
29/08/2023,76594.1145218634,76594.1145218634,75380.74241062597,75759.92119538767,300,0.003012048192771122,543100
28/08/2023,74873.70101335579,75971.55586692406,74507.7493954997,75532.41392549676,1800,0.01775147928994092,687500
25/08/2023,74946.89133692702,74946.89133692702,73922.22680692996,74214.98810121484,-1000,-0.009765625,539600
24/08/2023,75020.08166049822,75020.08166049822,74580.93971907093,74946.89133692702,500,0.004906771344455274,553400
23/08/2023,73409.89454193144,74727.32036621336,73409.89454193144,74580.93971907093,1600,0.0159521435692922,724300
22/08/2023,72824.3719533617,73922.22680692996,72458.42033550561,73409.89454193144,1200,0.012108980827447047,598300
21/08/2023,72165.65904122074,72751.18162979047,71799.70742336466,72531.61065907683,1500,0.015368852459016313,451700
