CHỈ TIÊU,    Doanh thu thuần,        Tăng trưởng doanh thu,    Lợi nhuận gộp,        Tăng trưởng lợi nhuận gộp,    Lợi nhuận thuần từ HĐKD,        Tăng trưởng lợi nhuận thuần,    Lợi nhuận trước thuế,        Tăng trưởng lợi nhuận trước thuế,    Lợi nhuận sau thuế của Cổ đông công ty mẹ,        Tăng trưởng lợi nhuận sau thuế,    Tổng tài sản,        Tăng trưởng Tổng tài sản,    Tài sản ngắn hạn,        Tăng trưởng tài sản ngắn hạn,    Tài sản dài hạn,        Tăng trưởng tài sản dài hạn,    Nợ ngắn hạn,        Tăng trưởng nợ ngắn hạn,        Vay và nợ thuê tài chính ngắn hạn,            Tăng trưởng vay và nợ thuê tài chính ngắn hạn,    Nợ dài hạn,        Tăng trưởng Nợ dài hạn,    Vốn chủ sở hữu,        Tăng trưởng vốn chủ sở hữu,    Vốn góp cổ phần,        Tăng trưởng vốn góp cổ phần,    P/E,    P/B,    EV/EBITDA,    EPS (VNĐ/CP),        Tăng trưởng EPS,    Giá trị sổ sách (VNĐ/CP),    Biên lợi nhuận gộp,    Biên EBIT,    Biên EBITDA,    Biên lợi nhuận ròng,    ROE LTM,    ROA LTM,    Vòng quay tài sản (vòng),    Hiệu suất sử dụng tài sản cố định,    Số ngày thu tiền khách hàng (ngày),    Số ngày xử lý hàng tồn kho (ngày),    Số ngày phải trả nhà cung cấp (ngày),    Vòng quay tiền mặt (ngày),    Nợ phải trả / Vốn chủ sở hữu,"    Vay và nợ thuê tài chính ngắn hạn, dài hạn / Vốn chủ sở hữu",    Nợ vay ròng / Vốn chủ sở hữu,    Tổng tài sản / Vốn chủ sở hữu,    Khả năng thanh toán tổng quát,    Khả năng thanh toán nhanh,    Khả năng thanh toán tức thời,    Khả năng thanh toán lãi vay,    Vốn hóa (Tỷ đồng),    Số lượng cổ phiếu lưu hành (Triệu CP)
Q4/2024,24945117336365,0.1052,4044159122961,-0.0034999999999999996,2569059016020,-0.2372,2558297020087,-0.2397,2044102438055,-0.2493,81893564503501,-0.0668,57295844201420,-0.0791,24597720302081,-0.0368,14581511125671,-0.026099999999999998,934503141164,-0.4177,5741058112200,-0.2329,61570995265630,-0.0571,23426729190000,0.02,14.71931455894504,2.799219722686537,,872.551358525778,-0.264,25717.538882963883,0.16210000000000002,0.10490000000000001,0.1341,0.0823,0.16690000000000002,0.12480000000000001,0.28713942871085196,0.38185387232924445,253.07194971526778,60.95741228830405,100.72220678765876,213.30715521591307,0.3301,0.0524,-0.48460000000000003,1.3371839987993885,4.029685594619246,3.6139528199552116,2.267392894277175,58.479103995011734,160707362243400,2342672919
Q3/2024,25252008025471,0.1413,4183418377563,0.1363,3178493069262,0.056600000000000004,3203960587307,0.06480000000000001,2521794493538,0.0608,91855595953906,0.08529999999999999,67283218057472,0.1379,24572377896434,-0.036699999999999997,26091963534022,0.9207,880714899477,-0.0182,6106776958078,-0.27149999999999996,59656855461806,-0.0481,23426729190000,0.22399999999999998,16.5123384264503,2.595178378988008,8.280821506353933,1076.4603428354226,0.04,24864.072599375533,0.16570000000000001,0.12960000000000002,0.16210000000000002,0.10210000000000001,0.185,0.1282,0.27004245184244646,0.3890098859174884,259.11024180989864,44.750488424902855,116.34385283926439,187.5168773955371,0.5397,0.0596,-0.6914,1.4427924113822694,2.8527698459647164,2.4873932009723188,1.7171689901623723,59.45314034849872,159770293075800,2342672919
Q2/2024,30052003597472,0.24989999999999998,5735665199644,0.3207,4239397337280,0.058899999999999994,4239243258874,0.0601,3320816772236,0.0524,95166909975673,0.0784,70470100956080,0.1188,24696809019593,-0.022400000000000003,17644684180307,0.4064,1145826745790,0.3344,6601272374394,-0.1998,70920953420972,0.051399999999999994,22967398470000,0.2,16.552416960455865,2.675364200111319,8.367189529341214,1417.5332566927582,0.0317,29693.095726235693,0.1909,0.1439,0.1641,0.1137,0.161,0.1215,0.3215100661335489,0.46607670799528256,199.79594733201947,39.95335250109043,113.83253158912217,125.91676824398772,0.3419,0.0621,-0.5572,1.3255138434044558,3.925063123864308,3.8360650502701334,2.489111072526425,58.46039016007956,172654994130300,2342672919
Q1/2024,23314997603580,0.099,3691114738580,-0.2377,3169455903308,-0.25239999999999996,3170606630107,-0.2569,2511656345896,-0.2503,91775937312903,0.0909,66458956267202,0.14679999999999999,25316981045701,-0.032799999999999996,16434181173324,0.5569,1497790878710,32.2866,7441484924702,-0.17350000000000002,67900271214877,0.0516,22967398470000,0.2,15.178311266492928,2.7504049416700482,7.835828043653466,1093.5745940824443,-0.3753,29005.396633573102,0.1583,0.1406,0.17079999999999998,0.1091,0.1649,0.1242,0.25973315448484297,0.3631601936909263,213.93835241372759,60.30043630763858,131.70166199009068,142.53712673127546,0.35159999999999997,0.08439999999999999,-0.5432,1.3278824463789738,3.843911073982178,3.889424556576831,2.59293068066756,36.733511849261724,178916034081300,2296739847
Q4/2023,22570615773537,0.0235,4058279257184,-0.16649999999999998,3367777722561,-0.1883,3364820476996,-0.1929,2723017281390,-0.16219999999999998,87754455330448,0.059800000000000006,62217752152939,0.11800000000000001,25536703177509,-0.0596,14971948871764,0.1989,1604782571952,34.6643,7483886184291,-0.1686,65298620274393,0.0649,22967398470000,0.2,14.89760701471616,2.940125565178081,7.80651258275966,1185.601096679192,-0.3018,27886.802631928647,0.17980000000000002,0.1539,0.1881,0.12300000000000001,0.1863,0.1383,0.26185077360406234,0.3542155262682616,201.77817596743708,62.52282547705819,116.93867725889095,147.36232418560434,0.3439,0.09,-0.5341,1.347072677748755,3.907868717034678,3.892159145499889,2.721993045672778,38.62026407155102,183509513775300,2296739847
Q3/2023,22126160690161,-0.09050000000000001,3681632127333,-0.16269999999999998,3008198310968,-0.2184,3009022578452,-0.2187,2377167759593,-0.21530000000000002,84638510807322,-0.0069,59128795405771,0.031400000000000004,25509715401551,-0.0855,13584866678486,-0.1232,897011307486,38.8672,8382363284368,-0.2846,62671280844468,0.0803,19139500000000,,15.015049778008581,2.9063083470789266,7.990417852554531,1035.0182946048744,-0.34600000000000003,26767.564178971203,0.1664,0.1408,0.17489999999999997,0.10869999999999999,0.2047,0.14550000000000002,0.255963021075758,0.36399188617247663,208.98460047896626,46.86392400340165,96.64945109417332,159.1990733881946,0.3505,0.09880000000000001,-0.5356000000000001,1.4074934329000495,3.8529441786899605,4.176057413225314,2.9267886868118427,36.6356902673619,173403858448500,2296739847
Q2/2023,24042648640474,-0.1306,4342775571869,-0.37170000000000003,4003491676439,-0.3728,3999064389031,-0.37520000000000003,3155589859554,-0.3796,88247092723762,-0.0033,62984581522290,0.0429,25262511201472,-0.1024,12546218422492,-0.2626,858679168972,37.1635,8249826847205,-0.2468,67451047454065,0.11359999999999999,19139500000000,,12.303573725397658,2.861922788223561,6.787271365047912,1373.9430975065936,-0.483,28759.281163453423,0.18059999999999998,0.1689,0.19949999999999998,0.1329,0.20370000000000002,0.1475,0.2789567185313563,0.41318319724777935,191.27186326888722,41.37772308651844,85.39158598391168,147.25800037149398,0.30829999999999996,0.0895,-0.5149,1.3808975938140207,4.243455502203173,4.833795057841595,3.2493672175394486,76.90911192837441,197519626842000,2296739847
Q1/2023,21214481409153,-0.2051,4842234499312,-0.057300000000000004,4239655270266,-0.023700000000000002,4266634764731,-0.0262,3350255746422,-0.0229,84128383780644,-0.012199999999999999,57952012334363,0.013300000000000001,26176371446281,-0.0644,10555594437939,-0.43310000000000004,44996858992,-0.9103,9003261312006,-0.16949999999999998,64569528030699,0.159,19139500000000,,13.564391724410159,3.3525015715161812,7.754514322747768,1750.4405791279814,-0.0229,33019.75874012226,0.22829999999999998,0.204,0.2413,0.1611,0.2492,0.177,0.25416492971500326,0.3654718283617659,184.4777007372185,69.44757009238826,120.77277502444534,133.15249580516144,0.3029,0.094,-0.4771,1.4075503405807657,4.301293739071651,5.288593412487131,3.4938353351563394,82.4716175592928,184696175000000,1913950000
Q4/2022,22051958440531,0.0929,4868818124350,0.38060000000000005,4149041425033,0.6243,4169039880294,0.6346,3250037615669,0.6548999999999999,82806381239384,0.0513,55651707958020,0.0828,27154673281364,-0.008,12487956920689,-0.24600000000000002,44996858992,-0.9072,9001131890534,-0.1012,61317292428161,0.1748,19139500000000,,15.302185431238962,3.6495224934277277,8.714783964995233,1698.078641379869,0.6548999999999999,31275.153124710156,0.2208,0.1934,0.2299,0.15130000000000002,0.26539999999999997,0.1864,0.2624760621312057,0.3809396270284615,169.41251542481535,70.51482423223884,151.0742020583885,88.8531375986657,0.3505,0.0992,-0.4598,1.4234377855858569,3.8534151897653808,4.1279183200075344,2.744711296368157,52.86304287627723,198476615000000,1913950000
Q3/2022,24329090223763,0.312,4397012496160,0.2905,3848741891953,0.2488,3851199263663,0.2486,3029234899053,0.2531,85223863206357,0.16399999999999998,57329016363977,0.2021,27894846842380,0.0928,15493286675805,0.11939999999999999,22500000000,-0.9765,11717547208337,0.2759,58013029322215,0.1558,19139500000000,,16.51043538644798,3.598813381545313,9.267154270199008,1582.7137067598421,0.2531,29592.912550749497,0.1807,0.1611,0.1929,0.127,0.25420000000000004,0.1736,0.28002559270220445,0.4220937587427751,174.1214270879888,42.52071976202288,118.22218003113622,98.41996681887545,0.469,0.1548,-0.4657,1.4642612405163162,3.131982781903056,3.5365118395999153,2.323604693848247,69.4986612826094,197136850000000,1913950000
