NGÀY,GIÁ MỞ CỬA,GIÁ CAO NHẤT,GIÁ THẤP NHẤT,GIÁ ĐÓNG CỬA,THAY ĐỔI GIÁ,% THAY ĐỔI,KHỐI LƯỢNG
17/11/2023,25276.910207567627,25501.394312430573,25142.21974464986,25232.01338659504,-100,-0.001776198934280604,7800
16/11/2023,25276.910207567627,25321.807028540217,24917.735639786915,25276.910207567627,0,0,13100
15/11/2023,25097.32292367727,25905.465701183875,25097.32292367727,25276.910207567627,400,0.007155635062611854,13100
14/11/2023,25591.187954375753,25591.187954375753,25097.32292367727,25097.32292367727,-100,-0.0017857142857142794,12800
13/11/2023,25501.394312430573,25860.568880211285,24917.735639786915,25142.21974464986,-1600,-0.02777777777777779,14000
10/11/2023,25591.187954375753,25995.25934312905,25591.187954375753,25860.568880211285,-400,-0.006896551724137945,4700
09/11/2023,25995.25934312905,26219.743447991998,25636.08477534834,26040.15616410164,100,0.0017271157167531026,11400
08/11/2023,26040.15616410164,26040.15616410164,25815.672059238696,25995.25934312905,-100,-0.0017241379310344307,14400
07/11/2023,26040.15616410164,26264.640268964587,25815.672059238696,26040.15616410164,-500,-0.008547008547008517,7300
06/11/2023,26489.124373827533,26803.402120635656,26264.640268964587,26264.640268964587,-100,-0.0017064846416382506,10200
03/11/2023,26489.124373827533,26713.60847869048,26309.537089937177,26309.537089937177,-400,-0.006779661016949157,2100
02/11/2023,25591.187954375753,26713.60847869048,25591.187954375753,26489.124373827533,2000,0.03508771929824572,16000
01/11/2023,24783.04517686915,25680.98159632093,24783.04517686915,25591.187954375753,-300,-0.005235602094240788,2800
31/10/2023,25905.465701183875,25905.465701183875,25142.21974464986,25725.87841729352,-300,-0.00520833333333337,18300
30/10/2023,25591.187954375753,25950.362522156465,25501.394312430573,25860.568880211285,-100,-0.0017331022530329143,6000
27/10/2023,26040.15616410164,26040.15616410164,25591.187954375753,25905.465701183875,-200,-0.003454231433506094,11600
26/10/2023,27117.679867443778,27117.679867443778,25456.497491457983,25995.25934312905,-3000,-0.049261083743842415,32300
25/10/2023,27027.8862254986,27387.060793279314,26938.09258355342,27342.163972306724,400,0.006611570247933907,5900
24/10/2023,27117.679867443778,27387.060793279314,27027.8862254986,27162.576688416368,300,0.004983388704318914,8900
23/10/2023,27387.060793279314,27387.060793279314,26938.09258355342,27027.8862254986,-800,-0.013114754098360604,6800
